#genome	total_length	unique_name
G000959365	7135042	Burkholderia oklahomensis
G000959445	6930556	Burkholderia vietnamiensis
G000959505	6409135	Burkholderia dolosa
G000959525	6322786	Burkholderia multivorans
G000959725	8899539	Burkholderia gladioli
G000960475	5763511	Nocardioides luteus
G000960975	4817335	Martelella endophytica
G000960995	6820787	Burkholderia glumae
G000961095	5749967	Paenibacillus beijingensis
G000961515	9059043	Paraburkholderia fungorum
G000961545	32375403	Sporothrix schenckii
G000961885	8619016	Streptomyces rubellomurinus
G000962825	10326516	Actinoplanes rectilineatus
G000963695	4590857	Methylocucumis oryzae
G000963705	3852257	Elstera litoralis
G000963865	3274259	Muricauda lutaonensis
G000963885	3508609	Tanticharoenia sakaeratensis
G000963925	3107467	Acetobacter cibinongensis
G000963945	3420368	Acetobacter indonesiensis
G000964005	4745937	Williamsia herbipolensis
G000964085	4551762	Luteibacter yeojuensis
G000964205	3019004	Acetobacter orleanensis
G000964225	2689230	Acetobacter syzygii
G000964315	1930741	Streptococcus equinus
G000964425	3902372	Komagataeibacter intermedius
G000964595	1093116	Orientia chuto
G000964995	1439714	Rickettsia amblyommatis
G000965155	1564846	Rickettsia endosymbiont of Ixodes pacificus
G000966185	3834953	Domibacillus enclensis
G000966195	4691532	Domibacillus robiginosus
G000966265	2206871	Palaeococcus ferrophilus
G000966355	3209241	Mycobacterium lepromatosis
G000967195	2118498	Lactobacillus kullabergensis
G000967245	1810719	Lactobacillus mellis
G000967305	4248704	Alcaligenes faecalis
G000967495	5205439	Vibrio neptunius
G000967545	4066599	Vibrio galatheae
G000967895	4406383	Oleispira antarctica
G000967915	1877792	Acholeplasma brassicae
G000968055	1554229	Acholeplasma palmae
G000968175	3659523	Xenorhabdus poinarii
G000968195	4203671	Xenorhabdus doucetiae
G000968375	5749410	Clostridium scatologenes
G000968535	4796731	Methylomicrobium alcaliphilum
G000968595	28266025	Rasamsonia emersonii
G000968685	9123685	Streptomyces antioxidans
G000969265	4077462	Vibrio cholerae
G000969395	4600979	Pantoea anthophila
G000969415	4469183	Devosia geojensis
G000969445	3499659	Devosia chinhatensis
G000969605	6321456	Aquincola tertiaricarbonis
G000969705	5558097	Nitriliruptor alkaliphilus
G000969765	846495	Mycoplasma synoviae
G000969835	6486877	Parabacteroides goldsteinii
G000969885	3127379	Methanosarcina thermophila
G000969905	4563905	Methanosarcina vacuolata
G000970085	5017558	Methanosarcina siciliae
G000970265	4139808	Methanosarcina lacustris
G000970285	5018607	Methanosarcina horonobensis
G000970325	2394636	Methanococcoides methylutens
G000970345	6209230	Robbsia andropogonis
G000970435	4477476	Devosia limi
G000970455	4137311	Devosia soli
G000970465	5758299	Devosia insulae
G000970675	3392987	Domibacillus tundrae
G000970685	3604867	Domibacillus indicus
G000970755	2187223	Lactobacillus kimbladii
G000970775	2116311	Lactobacillus melliventris
G000970795	1815247	Lactobacillus mellifer
G000971115	3228991	Lysinimicrobium gelatinilyticum
G000971135	2985185	Lysinimicrobium flavum
G000971155	2967285	Lysinimicrobium aestuarii
G000971175	2683191	Demequina pelophila
G000971195	3002992	Lysinimicrobium soli
G000971215	2919111	Lysinimicrobium luteum
G000971235	3076017	Lysinimicrobium subtropicum
G000971255	3034653	Lysinimicrobium rhizosphaerae
G000971275	4524316	Devosia psychrophila
G000971295	3860704	Devosia epidermidihirudinis
G000971395	3164957	Lysinimicrobium iriomotense
G000971565	5668715	Agrobacterium tumefaciens
G000971965	5241351	Paenibacillus wulumuqiensis
G000971975	7497641	Paenibacillus algorifonticola
G000971985	5449597	Paenibacillus dauci
G000972175	6098168	Pseudomonas syringae pv. coryli
G000972495	6360437	Hymenobacter terrenus
G000972575	2827149	Staphylococcus cohnii
G000972705	7321317	Limnoraphis robusta
G000972745	5254865	Xanthomonas arboricola
G000972785	6500811	Pandoraea oxalativorans
G000973065	6228153	Limnospira indica
G000973085	1330224	Sneathia amnii
G000973105	5521712	Zobellia galactanivorans
G000973505	749321	Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri
G000973545	773940	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus
G000973625	2026292	Polynucleobacter duraquae
G000973725	5462537	Pontibacter korlensis
G000974365	4925620	Geofilum rubicundum
G000974425	7029352	Spirosoma radiotolerans
G000974605	6831319	Cupriavidus pauculus
G000974685	2717229	Ferriphaselus amnicola
G000974705	4686373	Mycobacterium celatum
G000974765	3218415	Sphingomonas changbaiensis
G000974785	5693958	Flavihumibacter petaseus
G000974805	3209902	Demequina salsinemoris
G000974985	9169785	Streptomyces mangrovisoli
G000975035	2547005	Demequina flava
G000975055	2461189	Demequina sediminicola
G000975075	2644761	Demequina lutea
G000975095	2790492	Demequina aestuarii
G000975115	2623697	Demequina oxidasica
G000975135	2565794	Demequina aurantiaca
G000975155	2622494	Demequina globuliformis
G000975175	6865265	Rhodococcus erythropolis
G000980815	2451810	Corynebacterium camporealensis
G000980835	2354065	Corynebacterium kutscheri
G000980885	7968006	Streptomyces malaysiense
G000981035	3206301	Catabacter hongkongensis
G000981225	5896847	Allosalinactinospora lopnorensis
G000981445	13850576	Babesia bigemina
G000981525	2503106	Lactococcus piscium
G000981585	7919576	Paenibacillus riograndensis
G000981765	2495242	Kangiella geojedonensis
G000981805	5875371	Citrobacter amalonaticus
G000981895	8293164	Streptomyces odonnellii
G000982415	4313799	Kiloniella litopenaei
G000982715	5922748	Rhodococcus aetherivorans
G000982825	4663625	Cronobacter sakazakii
G000983115	2945757	Syntrophomonas zehnderi
G000986785	5184078	Bacillus campisalis
G000986795	2591784	Salinicoccus sediminis
G000986865	3751946	Pararheinheimera mesophila
G000987775	4128604	Arsukibacterium ikkense
G000987835	2217891	Sulfurovum lithotrophicum
G000988045	5391360	Serratia ureilytica
G000988165	5701448	Nosema ceranae
G000988605	2243635	Moraxella bovoculi
G000993785	5961402	Streptomyces xiamenensis
G000993805	1611988	Thermofilum uzonense
G001005085	10018475	Streptomyces humi
G001005215	3159722	Lampropedia cohaerens
G001005295	7647113	Streptomyces yangpuensis
G001005305	4032463	Kordia zhangzhouensis
G001005315	5360785	Kordia jejudonensis
G001005725	5517275	Sphingobium chungbukense
G001005905	2778379	Salinicoccus halodurans
G001006005	6000511	Serratia fonticola
G001006045	1770093	Geoglobus ahangari
G001006285	3563297	Paraclostridium benzoelyticum
G001006305	6459602	Silvibacterium bohemicum
G001006325	4495198	Afipia massiliensis
G001006805	9173114	Microvirga massiliensis
G001007875	3962304	Sedimenticola thiotaurini
G001007935	4067838	Nitrosomonas communis
G001007995	3236984	Deinococcus soli Cha et al. 2016
G001008165	3475126	Altererythrobacter atlanticus
G001008345	8150040	Streptomyces showdoensis
G001010285	5147098	Photorhabdus thracensis
G001010415	4260358	Xanthomonas pisi
G001010945	2887636	Erythrobacter luteus
G001011115	2209758	Halanaeroarchaeum sulfurireducens
G001012815	4814325	Vibrio mexicanus
G001012825	6636645	Paenibacillus etheri
G001013905	8122531	Streptomyces leeuwenhoekii
G001015055	5696518	Aneurinibacillus tyrosinisolvens
G001017125	2489997	Methanoculleus sediminis
G001017175	6475725	Microvirga vignae
G001017435	6476147	[Polyangium] brachysporum
G001017655	2949723	Kiritimatiella glycovorans
G001017755	5797563	Frankia coriariae
G001020205	4142990	Clostridium sporogenes
G001020565	4050626	Maribacter thermophilus
G001020725	4814265	Psychrobacter sp. FME2
G001020955	2969361	Thioalkalivibrio versutus
G001020985	3474266	Corynebacterium mustelae
G001021025	2692072	Corynebacterium epidermidicanis
G001021045	2721226	Corynebacterium testudinoris
G001021065	2419437	Corynebacterium uterequi
G001021505	5111229	Mycolicibacter heraklionensis
G001021555	2835978	Erythrobacter marinus
G001021935	4561137	Xanthomonas translucens
G001021975	4633632	Chryseobacterium gallinarum
G001022135	6166532	Phytobacter ursingii
G001022195	7227505	Klebsiella oxytoca
G001022965	5115669	Enterobacter genomosp. O
G001025135	2211039	Bifidobacterium bifidum
G001025155	2021974	Bifidobacterium angulatum
G001025175	2269415	Bifidobacterium breve
G001025195	2079525	Bifidobacterium catenulatum
G001025215	2313752	Bifidobacterium pseudocatenulatum
G001026905	4476831	Kiloniella spongiae
G001026985	4094629	Pragia fontium
G001027105	2782582	Staphylococcus aureus
G001027285	12489432	Archangium gephyra
G001027345	19839138	Cutaneotrichosporon oleaginosum
G001027545	1588979	Endomicrobium proavitum
G001027565	1663921	Wolbachia endosymbiont of Armadillidium vulgare
G001027865	2403457	Neisseria arctica
G001027925	7434280	Rhodopirellula islandica
G001028025	5017899	Faecalicatena fissicatena
G001028135	4188360	Xenorhabdus griffiniae
G001028175	9375769	Caballeronia mineralivorans
G001028625	2885033	Altererythrobacter marensis
G001028645	2503285	Staphylococcus capitis
G001028665	7961406	Burkholderia pyrrocinia
G001028705	3863602	Croceicoccus naphthovorans
G001029105	5732704	Pandoraea faecigallinarum
G001029145	8509289	Burkholderia contaminans
G001029245	1160484	Spiroplasma atrichopogonis
G001029265	1365714	Spiroplasma eriocheiris
G001029285	4638786	Desulfosporosinus acididurans
G001029435	5268581	Photobacterium aphoticum
G001029445	5080955	Photobacterium aquae
G001029455	5539312	Photobacterium ganghwense
G001029505	3188101	Rubrobacter aplysinae
G001037465	4663486	Xenorhabdus khoisanae
G001038205	2459863	Muribacter muris
G001038425	3390483	Ornithinibacillus contaminans
G001038485	3981217	Ornithinibacillus californiensis
G001038625	5752802	Clostridium carboxidivorans
G001039045	2900956	Lactobacillus herbarum
G001039475	4257056	Anaerobacillus macyae
G001039495	3694837	Bacillus coagulans
G001039595	501317	Bizionia psychrotolerans
G001040945	5509723	Herbaspirillum seropedicae
G001042405	1704859	Lactobacillus acetotolerans
G001042595	2635669	Bifidobacterium dentium
G001042635	3158347	Bifidobacterium scardovii
G001042655	1667406	Gardnerella vaginalis
G001042675	1890857	Parascardovia denticolens
G001042695	1797862	Scardovia inopinata
G001042715	4207057	Clostridium aceticum
G001042905	6496004	Pseudomonas lini
G001043025	5677007	Pseudomonas helleri
G001043055	4792727	Pseudomonas weihenstephanensis
G001043175	3998597	Marinobacter psychrophilus
G001043885	6862826	Methylobacterium platani
G001043895	6931753	Methylobacterium indicum
G001043955	6753062	Methylobacterium tarhaniae
G001043975	7444812	Methylobacterium variabile
G001044235	7380940	Mycolicibacterium chlorophenolicum
G001044245	5711783	Mycolicibacterium obuense
G001044425	7837982	Streptomyces roseus
G001045435	3155463	Chryseobacterium koreense
G001045465	5202973	Chryseobacterium angstadtii
G001045555	4453633	Marinobacter subterrani
G001045675	3240365	Megasphaera cerevisiae
G001045685	6317050	Pseudomonas aeruginosa
G001046635	5313834	Novosphingobium barchaimii
G001046645	4656455	Sphingobium czechense
G001046855	5162321	Tetrasphaera japonica
G001046875	3809986	Tetrasphaera jenkinsii
G001046895	4766428	Pseudarthrobacter siccitolerans
G001046955	5252610	Marinovum algicola
G001047035	4657296	Dysgonomonas macrotermitis
G001047075	1552738	Fructobacillus ficulneus
G001047115	1414013	Fructobacillus pseudoficulneus
G001047135	1688944	Fructobacillus tropaeoli
G001047375	2735572	Clostridium cylindrosporum
G001047675	4000307	Yersinia aleksiciae
G001048535	5632783	Vibrio crassostreae
G001049735	2889709	Nereida ignava
G001049755	3258669	Brachyspira suanatina
G001049895	2843896	Rubeoparvulum massiliense
G001050015	5477425	Mycolicibacterium malmesburyense
G001050035	5380250	Mycolicibacterium komanii
G001050095	2712961	Enterococcus massiliensis
G001050115	3381312	Bacillus smithii
G001050135	6158829	Cyclobacterium amurskyense
G001050155	5126837	Nitratireductor soli
G001050195	4173965	Anaerolinea thermolimosa
G001050235	4438331	Longilinea arvoryzae
G001050375	4550423	Catenovulum maritimum
G001050435	3006812	Lactobacillus koreensis
G001050475	2590556	Lactobacillus ginsenosidimutans
G001050515	3931135	Erwinia piriflorinigrans
G001050535	4264973	Tetrasphaera australiensis
G001050915	7693032	Sinorhizobium meliloti
G001051995	4171754	Thauera humireducens
G001053185	5097530	Mycobacterium bohemicum
G001054945	2183714	Corynebacterium falsenii
G001077755	5013973	Mycobacterium heckeshornense
G001077815	3226379	Erythrobacter atlanticus
G001077885	5525459	Photobacterium swingsii
G001078275	4912977	Bordetella hinzii
G001078375	2162217	Veillonella tobetsuensis
G001083805	5465270	Photorhabdus luminescens
G001112925	4144014	Yersinia nurmii
G001152565	5051646	Yersinia pekkanenii
G001182045	2477004	Dakarella massiliensis
G001182725	1903614	Anaerococcus jeddahensis
G001182745	6459860	Nocardia farcinica
G001182895	4197840	Frateuria defendens
G001183605	5221875	Lysinibacillus xylanilyticus
G001183985	5428545	Bacillus loiseleuriae
G001184205	5120704	Desulfocarbo indianensis
G001186155	3330115	Planococcus versutus
G001186335	6452803	Pseudomonas trivialis
G001186365	4926357	Gordonia jacobaea
G001187435	7055417	Streptomyces caatingaensis
G001187505	7105933	Mycolicibacterium goodii
G001187535	7421297	Rhizobium ecuadorense
G001187555	3746177	Gilvimarinus polysaccharolyticus
G001187595	2803668	Anoxybacillus gonensis
G001187725	6986946	Brevibacillus reuszeri
G001187785	3675202	Wenzhouxiangella marina
G001187845	3264648	Octadecabacter temperatus
G001188915	2582931	Staphylococcus schleiferi
G001189035	10419928	Streptomyces stelliscabiei
G001189235	8268532	Bradyrhizobium embrapense
G001189245	8714433	Bradyrhizobium pachyrhizi
G001189295	11388132	Chondromyces crocatus
G001189495	1739380	[Eubacterium] sulci
G001189575	4759548	Virgibacillus pantothenticus
G001189845	9771074	Bradyrhizobium tropiciagri
G001189915	6011795	Herbaspirillum autotrophicum
G001189955	5300834	Herbaspirillum chlorophenolicum
G001189965	5267189	Herbaspirillum rhizosphaerae
G001190745	2281652	Campylobacter gracilis
G001190755	1641887	Campylobacter ureolyticus
G001190785	3398764	Gottschalkia purinilytica
G001190945	5420910	Luteipulveratus mongoliensis
G001190965	3918534	Haloferax gibbonsii
G001192655	1689672	Caedimonas varicaedens
G001192795	3510670	Flexilinea flocculi
G001192835	4514427	Lentimicrobium saccharophilum
G001202015	3883575	Pseudorhodobacter antarcticus
G001202025	3819957	Pseudorhodobacter aquimaris
G001202035	3888321	Pseudorhodobacter wandonensis
G001204775	36159580	Aspergillus nomiae
G001205715	4343742	Pseudaestuariivita atlantica
G001235865	3095276	Erythrobacter citreus
G001238275	8814942	Bradyrhizobium viridifuturi
G001243045	2542942	Clostridium niameyense
G001243895	3987528	Bacillus testis
G001244495	3453958	Clostridium phoceensis
G001244735	4112250	Bacillus andreraoultii
G001244995	3105249	Intestinimonas massiliensis
G001245615	6287477	Mycolicibacterium neworleansense
G001247745	4464326	Luteipulveratus halotolerans
G001258055	4050287	Phaeobacter italicus
G001261775	3511971	Anaeromassilibacillus senegalensis
G001262015	3261826	Prevotella fusca
G001262055	2049088	Schaalia meyeri
G001262605	6878816	Pseudobacteroides cellulosolvens
G001262635	3947224	Aestuariivita boseongensis
G001262715	1261374	Spiroplasma turonicum
G001263175	4350553	Vulgatibacter incomptus
G001263205	12191466	Labilithrix luteola
G001263355	4137415	Acetobacterium bakii
G001263395	1830060	Bifidobacterium actinocoloniiforme
G001263415	3180267	Thermincola ferriacetica
G001263755	2563723	Corynebacterium riegelii
G001263795	3651475	Clostridium homopropionicum
G001264245	5686839	Microcystis panniformis
G001266585	1123426	Wolbachia endosymbiont of Operophtera brumata
G001267155	1225519	Spiroplasma litorale
G001267175	2494031	Oblitimonas alkaliphila
G001267435	2623349	Moorella thermoacetica
G001267535	4785353	Erwinia iniecta
G001267865	3071919	Enterococcus durans
G001267885	8393618	Streptomyces ambofaciens
G001267925	4965474	Herbaspirillum hiltneri
G001270025	8797185	Streptomyces azureus
G001270065	4876631	Limnohabitans planktonicus
G001270575	8592089	Streptomyces decoyicus
G001270635	9985701	Streptomyces antibioticus
G001270745	7267657	Jiangella muralis
G001270965	4967311	Sunxiuqinia dokdonensis
G001272655	6219835	Paenibacillus peoriae
G001272835	817207	Mycoplasma pneumoniae
G001273775	4589485	Nitrospira moscoviensis
G001273835	4145850	Leucobacter celer
G001273855	3591727	Leucobacter musarum
G001274575	3676514	Geobacillus stearothermophilus
G001274715	6349534	Aneurinibacillus migulanus
G001274725	5674348	Sporosarcina globispora
G001274775	4312288	Bacillus marisflavi
G001274785	4824448	Vibrio hepatarius
G001274875	1514621	Spiroplasma kunkelii
G001274895	2769745	Corynebacterium lactis
G001274935	4604404	Bacillus koreensis
G001274945	4758930	Viridibacillus arvi
G001275135	3790010	Prevotella rara
G001275345	2854447	Kocuria palustris
G001275365	1516676	Francisella persica
G001277175	4436893	Cronobacter universalis
G001277195	4364114	Cronobacter muytjensii
G001277215	4473801	Cronobacter malonaticus
G001277235	4628425	Cronobacter dublinensis
