#genome	domain	phylum	class	order	family	genus	species	total_length	unique_name
G000005825	Bacteria	 Firmicutes	 Bacilli	 Bacillales_H	 Bacillaceae_D	 Bacillus_S	 Bacillus_S pseudofirmus	4249288	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Bacillus_S; s__Bacillus_S pseudofirmus
G000020205	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Ralstonia	 Ralstonia pickettii_B	5325769	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ralstonia; s__Ralstonia pickettii_B
G000020225	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 Akkermansiaceae	 Akkermansia	 Akkermansia muciniphila	2664102	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia; s__Akkermansia muciniphila
G000020305	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Anaplasmataceae	 Anaplasma	 Anaplasma marginale	1202435	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Anaplasmataceae; g__Anaplasma; s__Anaplasma marginale
G000020365	Bacteria	 Desulfobacterota	 Desulfobacteria	 Desulfobacterales	 Desulfobacteraceae	 Desulfobacterium_B	 Desulfobacterium_B autotrophicum	5657802	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfobacterium_B; s__Desulfobacterium_B autotrophicum
G000020385	Bacteria	 Desulfobacterota	 Desulfuromonadia	 Geobacterales	 Pseudopelobacteraceae	 Trichlorobacter	 Trichlorobacter lovleyi	3994894	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Geobacterales; f__Pseudopelobacteraceae; g__Trichlorobacter; s__Trichlorobacter lovleyi
G000020465	Bacteria	 Bacteroidota	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chlorobium	 Chlorobium limicola	2763181	d__Bacteria; p__Bacteroidota; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae; g__Chlorobium; s__Chlorobium limicola
G000020485	Bacteria	 Firmicutes_F	 Halanaerobiia	 Halanaerobiales	 Halothermotrichaceae	 Halothermothrix	 Halothermothrix orenii	2578146	d__Bacteria; p__Firmicutes_F; c__Halanaerobiia; o__Halanaerobiales; f__Halothermotrichaceae; g__Halothermothrix; s__Halothermothrix orenii
G000020505	Bacteria	 Bacteroidota	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chlorobaculum	 Chlorobaculum parvum_A	2289249	d__Bacteria; p__Bacteroidota; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae; g__Chlorobaculum; s__Chlorobaculum parvum_A
G000020525	Bacteria	 Bacteroidota	 Chlorobia	 Chlorobiales	 Chloroherpetonaceae	 Chloroherpeton	 Chloroherpeton thalassium	3293456	d__Bacteria; p__Bacteroidota; c__Chlorobia; o__Chlorobiales; f__Chloroherpetonaceae; g__Chloroherpeton; s__Chloroherpeton thalassium
G000020545	Bacteria	 Bacteroidota	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chlorobium_A	 Chlorobium_A phaeobacteroides_A	2736403	d__Bacteria; p__Bacteroidota; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae; g__Chlorobium_A; s__Chlorobium_A phaeobacteroides_A
G000020565	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Amoebophilaceae	 Amoebophilus	 Amoebophilus asiaticus	1884364	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Amoebophilaceae; g__Amoebophilus; s__Amoebophilus asiaticus
G000020605	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Agathobacter	 Agathobacter rectalis	3449685	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Agathobacter; s__Agathobacter rectalis
G000020625	Bacteria	 Bacteroidota	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Prosthecochloris	 Prosthecochloris aestuarii	2579715	d__Bacteria; p__Bacteroidota; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae; g__Prosthecochloris; s__Prosthecochloris aestuarii
G000020645	Bacteria	 Bacteroidota	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chlorobium	 Chlorobium phaeoclathratiforme	3018238	d__Bacteria; p__Bacteroidota; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae; g__Chlorobium; s__Chlorobium phaeoclathratiforme
G000020685	Bacteria	 Deinococcota	 Deinococci	 Deinococcales	 Deinococcaceae	 Deinococcus	 Deinococcus deserti	3855389	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__Deinococcus deserti
G000020725	Bacteria	 Desulfobacterota	 Desulfuromonadia	 Geobacterales	 Geobacteraceae	 Geomonas	 Geomonas bemidjiensis	4615150	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Geobacterales; f__Geobacteraceae; g__Geomonas; s__Geomonas bemidjiensis
G000020785	Bacteria	 Aquificota	 Aquificae	 Aquificales	 Hydrogenobaculaceae	 Hydrogenobaculum	 Hydrogenobaculum sp000020785	1559514	d__Bacteria; p__Aquificota; c__Aquificae; o__Aquificales; f__Hydrogenobaculaceae; g__Hydrogenobaculum; s__Hydrogenobaculum sp000020785
G000020905	Archaea	 Thermoproteota	 Thermoproteia	 Sulfolobales	 Desulfurococcaceae	 Desulfurococcus	 Desulfurococcus amylolyticus	1365223	d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; f__Desulfurococcaceae; g__Desulfurococcus; s__Desulfurococcus amylolyticus
G000020945	Bacteria	 Coprothermobacterota	 Coprothermobacteria	 Coprothermobacterales	 Coprothermobacteraceae	 Coprothermobacter	 Coprothermobacter proteolyticus	1424912	d__Bacteria; p__Coprothermobacterota; c__Coprothermobacteria; o__Coprothermobacterales; f__Coprothermobacteraceae; g__Coprothermobacter; s__Coprothermobacter proteolyticus
G000020965	Bacteria	 Dictyoglomota	 Dictyoglomia	 Dictyoglomales	 Dictyoglomaceae	 Dictyoglomus	 Dictyoglomus thermophilum	1959987	d__Bacteria; p__Dictyoglomota; c__Dictyoglomia; o__Dictyoglomales; f__Dictyoglomaceae; g__Dictyoglomus; s__Dictyoglomus thermophilum
G000020985	Bacteria	 Nitrospirota	 Thermodesulfovibrionia	 Thermodesulfovibrionales	 Thermodesulfovibrionaceae	 Thermodesulfovibrio	 Thermodesulfovibrio yellowstonii	2003803	d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__Thermodesulfovibrionales; f__Thermodesulfovibrionaceae; g__Thermodesulfovibrio; s__Thermodesulfovibrio yellowstonii
G000021025	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Aquaspirillaceae	 Laribacter	 Laribacter hongkongensis	3169329	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Aquaspirillaceae; g__Laribacter; s__Laribacter hongkongensis
G000021045	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Azotobacter	 Azotobacter vinelandii	5365318	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Azotobacter; s__Azotobacter vinelandii
G000021285	Bacteria	 Thermotogota	 Thermotogae	 Thermotogales	 Fervidobacteriaceae	 Thermosipho	 Thermosipho africanus	2016657	d__Bacteria; p__Thermotogota; c__Thermotogae; o__Thermotogales; f__Fervidobacteriaceae; g__Thermosipho; s__Thermosipho africanus
G000021325	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Acetobacterales	 Acetobacteraceae	 Gluconacetobacter	 Gluconacetobacter diazotrophicus	3914967	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Gluconacetobacter; s__Gluconacetobacter diazotrophicus
G000021385	Bacteria	 Desulfobacterota_I	 Desulfovibrionia	 Desulfovibrionales	 Desulfovibrionaceae	 Cupidesulfovibrio	 Cupidesulfovibrio vulgaris_A	4040304	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Cupidesulfovibrio; s__Cupidesulfovibrio vulgaris_A
G000021485	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Acidithiobacillales	 Acidithiobacillaceae	 Acidithiobacillus	 Acidithiobacillus ferrooxidans	2982397	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Acidithiobacillales; f__Acidithiobacillaceae; g__Acidithiobacillus; s__Acidithiobacillus ferrooxidans
G000021545	Bacteria	 Aquificota	 Aquificae	 Hydrogenothermales	 Hydrogenothermaceae	 Sulfurihydrogenibium	 Sulfurihydrogenibium azorense	1640877	d__Bacteria; p__Aquificota; c__Aquificae; o__Hydrogenothermales; f__Hydrogenothermaceae; g__Sulfurihydrogenibium; s__Sulfurihydrogenibium azorense
G000021565	Bacteria	 Aquificota	 Aquificae	 Hydrogenothermales	 Hydrogenothermaceae	 Persephonella	 Persephonella marina	1983986	d__Bacteria; p__Aquificota; c__Aquificae; o__Hydrogenothermales; f__Hydrogenothermaceae; g__Persephonella; s__Persephonella marina
G000021645	Bacteria	 Dictyoglomota	 Dictyoglomia	 Dictyoglomales	 Dictyoglomaceae	 Dictyoglomus	 Dictyoglomus turgidum	1855560	d__Bacteria; p__Dictyoglomota; c__Dictyoglomia; o__Dictyoglomales; f__Dictyoglomaceae; g__Dictyoglomus; s__Dictyoglomus turgidum
G000021685	Bacteria	 Chloroflexota	 Chloroflexia	 Thermomicrobiales	 Thermomicrobiaceae	 Thermomicrobium	 Thermomicrobium roseum	2920764	d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__Thermomicrobiaceae; g__Thermomicrobium; s__Thermomicrobium roseum
G000021705	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Hamiltonella	 Hamiltonella defensa	2169383	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Hamiltonella; s__Hamiltonella defensa
G000021725	Bacteria	 Campylobacterota	 Campylobacteria	 Nautiliales	 Nautiliaceae	 Nautilia	 Nautilia profundicola	1676444	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Nautiliales; f__Nautiliaceae; g__Nautilia; s__Nautilia profundicola
G000021745	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae	 Methylocella	 Methylocella silvestris	4305430	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methylocella; s__Methylocella silvestris
G000021805	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Cyanobacteriales	 Microcystaceae_A	 Rippkaea	 Rippkaea orientalis	4787754	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Microcystaceae_A; g__Rippkaea; s__Rippkaea orientalis
G000021825	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Cyanobacteriales	 Microcystaceae	 Gloeothece	 Gloeothece citriformis	6554289	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Microcystaceae; g__Gloeothece; s__Gloeothece citriformis
G000021865	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Rhodobacter	 Rhodobacter capsulatus_B	3871940	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter; s__Rhodobacter capsulatus_B
G000021885	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Pasteurellaceae	 Glaesserella	 Glaesserella parasuis	2269156	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Pasteurellaceae; g__Glaesserella; s__Glaesserella parasuis
G000021905	Bacteria	 Desulfobacterota	 Desulfobacteria	 Desulfobacterales	 Desulfatibacillaceae	 Desulfatibacillum	 Desulfatibacillum aliphaticivorans	6517073	d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfatibacillaceae; g__Desulfatibacillum; s__Desulfatibacillum aliphaticivorans
G000021925	Bacteria	 Firmicutes_B	 Desulfitobacteriia	 Desulfitobacteriales	 Desulfitobacteriaceae	 Desulfitobacterium	 Desulfitobacterium hafniense	5279134	d__Bacteria; p__Firmicutes_B; c__Desulfitobacteriia; o__Desulfitobacteriales; f__Desulfitobacteriaceae; g__Desulfitobacterium; s__Desulfitobacterium hafniense
G000021945	Bacteria	 Chloroflexota	 Chloroflexia	 Chloroflexales	 Chloroflexaceae	 Chloroflexus	 Chloroflexus aggregans	4684931	d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Chloroflexales; f__Chloroflexaceae; g__Chloroflexus; s__Chloroflexus aggregans
G000021965	Archaea	 Halobacteriota	 Methanomicrobia	 Methanomicrobiales	 Methanosphaerulaceae	 Methanosphaerula	 Methanosphaerula palustris	2922917	d__Archaea; p__Halobacteriota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanosphaerulaceae; g__Methanosphaerula; s__Methanosphaerula palustris
G000021985	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Ectothiorhodospirales	 Ectothiorhodospiraceae	 Thioalkalivibrio_A	 Thioalkalivibrio_A sulfidiphilus	3464554	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Ectothiorhodospirales; f__Ectothiorhodospiraceae; g__Thioalkalivibrio_A; s__Thioalkalivibrio_A sulfidiphilus
G000022005	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Caulobacter	 Caulobacter vibrioides	4042929	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Caulobacter; s__Caulobacter vibrioides
G000022025	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Micrococcaceae	 Pseudarthrobacter	 Pseudarthrobacter chlorophenolicus	4980910	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Pseudarthrobacter; s__Pseudarthrobacter chlorophenolicus
G000022045	Bacteria	 Cyanobacteria	 Cyanobacteriia	 Thermosynechococcales	 Thermosynechococcaceae	 Cyanothece	 Cyanothece sp000022045	5786170	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Thermosynechococcales; f__Thermosynechococcaceae; g__Cyanothece; s__Cyanothece sp000022045
G000022065	Bacteria	 Firmicutes_A	 Clostridia	 Acetivibrionales	 DSM-27016	 Ruminiclostridium	 Ruminiclostridium cellulolyticum	4068724	d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Acetivibrionales; f__DSM-27016; g__Ruminiclostridium; s__Ruminiclostridium cellulolyticum
G000022085	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae	 Methylobacterium	 Methylobacterium nodulans	8839162	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methylobacterium; s__Methylobacterium nodulans
G000022125	Bacteria	 Desulfobacterota_I	 Desulfovibrionia	 Desulfovibrionales	 Desulfovibrionaceae	 Desulfovibrio	 Desulfovibrio desulfuricans_A	2873437	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__Desulfovibrio desulfuricans_A
G000022145	Bacteria	 Myxococcota	 Myxococcia	 Myxococcales	 Anaeromyxobacteraceae	 Anaeromyxobacter	 Anaeromyxobacter dehalogenans	5029329	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter; s__Anaeromyxobacter dehalogenans
G000022185	Bacteria	 Chloroflexota	 Chloroflexia	 Chloroflexales	 Chloroflexaceae	 Chloroflexus	 Chloroflexus aurantiacus	5268950	d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Chloroflexales; f__Chloroflexaceae; g__Chloroflexus; s__Chloroflexus aurantiacus
G000022205	Archaea	 Halobacteriota	 Halobacteria	 Halobacteriales	 Haloferacaceae	 Halorubrum	 Halorubrum lacusprofundi	3692616	d__Archaea; p__Halobacteriota; c__Halobacteria; o__Halobacteriales; f__Haloferacaceae; g__Halorubrum; s__Halorubrum lacusprofundi
G000022265	Bacteria	 Desulfobacterota	 Desulfuromonadia	 Geobacterales	 Geobacteraceae	 Geotalea	 Geotalea daltonii	4304501	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Geobacterales; f__Geobacteraceae; g__Geotalea; s__Geotalea daltonii
G000022305	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Diaphorobacter	 Diaphorobacter nitroreducens	3796573	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Diaphorobacter; s__Diaphorobacter nitroreducens
G000022325	Bacteria	 Firmicutes_A	 Thermoanaerobacteria	 Caldicellulosiruptorales	 Caldicellulosiruptoraceae	 Caldicellulosiruptor	 Caldicellulosiruptor bescii	2931702	d__Bacteria; p__Firmicutes_A; c__Thermoanaerobacteria; o__Caldicellulosiruptorales; f__Caldicellulosiruptoraceae; g__Caldicellulosiruptor; s__Caldicellulosiruptor bescii
G000022365	Archaea	 Methanobacteriota_B	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus	 Thermococcus gammatolerans	2045438	d__Archaea; p__Methanobacteriota_B; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Thermococcus; s__Thermococcus gammatolerans
G000022385	Archaea	 Thermoproteota	 Thermoproteia	 Sulfolobales	 Sulfolobaceae	 Saccharolobus	 Saccharolobus islandicus	2736272	d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; f__Sulfolobaceae; g__Saccharolobus; s__Saccharolobus islandicus
G000022405	Archaea	 Thermoproteota	 Thermoproteia	 Sulfolobales	 Sulfolobaceae	 Saccharolobus	 Saccharolobus islandicus	2608832	d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; f__Sulfolobaceae; g__Saccharolobus; s__Saccharolobus islandicus
G000022425	Archaea	 Thermoproteota	 Thermoproteia	 Sulfolobales	 Sulfolobaceae	 Saccharolobus	 Saccharolobus islandicus	2692402	d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; f__Sulfolobaceae; g__Saccharolobus; s__Saccharolobus islandicus
G000022445	Archaea	 Thermoproteota	 Thermoproteia	 Sulfolobales	 Sulfolobaceae	 Saccharolobus	 Saccharolobus islandicus	2586647	d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; f__Sulfolobaceae; g__Saccharolobus; s__Saccharolobus islandicus
G000022465	Archaea	 Thermoproteota	 Thermoproteia	 Sulfolobales	 Sulfolobaceae	 Saccharolobus	 Saccharolobus islandicus	2702058	d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; f__Sulfolobaceae; g__Saccharolobus; s__Saccharolobus islandicus
G000022485	Archaea	 Thermoproteota	 Thermoproteia	 Sulfolobales	 Sulfolobaceae	 Saccharolobus	 Saccharolobus islandicus	2854430	d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; f__Sulfolobaceae; g__Saccharolobus; s__Saccharolobus islandicus
G000022525	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Anaplasmataceae	 Neorickettsia	 Neorickettsia risticii	879977	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Anaplasmataceae; g__Neorickettsia; s__Neorickettsia risticii
G000022545	Archaea	 Methanobacteriota_B	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus_A	 Thermococcus_A sibiricus	1845800	d__Archaea; p__Methanobacteriota_B; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Thermococcus_A; s__Thermococcus_A sibiricus
G000022565	Bacteria	 Acidobacteriota	 Acidobacteriae	 Acidobacteriales	 Acidobacteriaceae	 Acidobacterium	 Acidobacterium capsulatum	4127356	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae; g__Acidobacterium; s__Acidobacterium capsulatum
G000022605	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Blattabacteriaceae	 Blattabacterium	 Blattabacterium sp000022605	640955	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Blattabacteriaceae; g__Blattabacterium; s__Blattabacterium sp000022605
G000022725	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales_A	 Rhizobiaceae_A	 Bartonella	 Bartonella grahamii	2369540	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A; f__Rhizobiaceae_A; g__Bartonella; s__Bartonella grahamii
G000022885	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Edwardsiella	 Edwardsiella ictaluri	3812301	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Edwardsiella; s__Edwardsiella ictaluri
G000022905	Bacteria	 Actinobacteriota	 Actinomycetia	 Mycobacteriales	 Mycobacteriaceae	 Corynebacterium	 Corynebacterium aurimucosum	2819246	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium aurimucosum
G000022965	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium animalis	1938483	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium animalis
G000023025	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Cellvibrionaceae	 Teredinibacter	 Teredinibacter turnerae_B	5193164	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Cellvibrionaceae; g__Teredinibacter; s__Teredinibacter turnerae_B
G000023065	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Aeromonadaceae	 Tolumonas	 Tolumonas auensis	3471292	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Aeromonadaceae; g__Tolumonas; s__Tolumonas auensis
G000023105	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Beutenbergiaceae	 Beutenbergia	 Beutenbergia cavernae	4669183	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Beutenbergiaceae; g__Beutenbergia; s__Beutenbergia cavernae
G000023125	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Spirosomaceae	 Dyadobacter	 Dyadobacter fermentans	6967790	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Dyadobacter; s__Dyadobacter fermentans
G000023145	Bacteria	 Actinobacteriota	 Actinomycetia	 Mycobacteriales	 Mycobacteriaceae	 Corynebacterium	 Corynebacterium kroppenstedtii	2446804	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium kroppenstedtii
