taxid	total_length
1441628	2330585
334380	2008987
1801957	4827106
1160707	2846106
369723	5183331
996342	4193223
72758	2503265
1392998	3203386
1348626	5097246
1917528	2570543
1619041	874653
932040	966562
306537	2476822
549	5115241
1392540	2668938
1618377	856977
1121002	4247673
1523423	3253737
1798408	790760
1122977	3950845
28091	2188497
1120941	3531393
243159	2982397
644548	4257286
1673721	3105129
1125701	2742149
1009418	2433107
633148	1316595
1638788	5686839
1318599	1435490
1678841	4514407
1262894	1781447
1056820	5387817
1802132	1220755
1802328	748155
1802427	596851
937450	4501499
1803455	1589196
1300914	5618021
1316932	2731870
1123356	4686152
1802165	623063
1802288	2019583
1618816	1222335
1218353	1147152
1121023	1657369
1776382	3671597
1206737	6000000
1655582	924837
1120972	3310509
1802269	1025229
582402	3540114
1671658	2556876
1235793	4967607
1410575	1430817
1177928	4380232
1736364	4456718
96765	3653363
197479	4048029
58135	707156
886738	1772718
1802552	596803
1121468	3060447
717227	3790289
1769296	1723106
1121126	2503118
883112	1766666
883153	4136542
1798584	1232512
1313294	1053291
1172190	2302023
1635275	1673988
861450	1798854
320497	3407860
152331	2726576
1802221	821629
1609977	5228389
1674857	1599469
910048	1759976
1801686	1597555
545243	3970278
1160719	2128234
1802544	590644
33936	4985863
1323663	4642307
1348623	6000000
1619234	4609043
1492922	4436200
1121915	3839692
1265861	2372850
1206743	6000000
640081	3806980
1487949	2267376
1111728	5668731
1434120	5017558
1125721	2590781
1410627	2718916
1141660	3896123
1635277	2118879
1262767	2018079
244582	2720405
167554	1746977
1618333	619203
1120959	3730505
1798651	777651
1802488	778876
1280692	3542160
1236970	4530938
1801898	726290
1805318	713871
403779	1153875
135569	2114943
1123029	5165242
553177	2997845
1801702	1986041
643674	2688496
744980	5696886
1262952	2114564
1121467	4092653
1628856	5939418
946483	2991840
928210	2053511
1723761	4916416
1270196	5006523
862719	6000000
1798532	757479
1538639	1635563
165597	6000000
774	4250028
755867	4591472
28183	3956122
679200	2687075
1236526	2054250
641147	2372614
1797260	776953
656024	5340989
1797370	3343488
1608213	2271413
79884	4487412
1802059	967289
261292	3783444
1852370	3475353
1897030	693014
221109	3630528
1120925	3388822
1318466	1554229
1121445	3391683
1402208	1943931
1761878	6000000
1520823	3721622
1797837	2430621
1122989	3077999
1122153	1720753
414004	2045086
1288080	6000000
1278078	5824349
1565314	2652605
1871012	2086038
349064	3306525
1256219	2892319
1385518	3561699
552518	3832037
1798311	2645735
1110509	2571034
1752063	5826863
1674844	4210459
1125973	4635764
1794809	2723656
1520811	3343115
1660083	2709324
1817814	1095595
1121924	4802534
395493	4265146
213585	4142816
1801722	2053697
762211	2812864
1797964	1841772
1802605	806729
1801613	1497423
1449063	6000000
118168	6000000
1417229	1783846
1495769	357498
1263076	2025104
1394178	6000000
1232449	3357599
1618488	962636
1121355	1843677
1871033	1748607
1336803	3012752
1739339	2405291
1313301	2954967
1381597	5739859
1797389	2926733
339671	2319663
494416	3066842
1797725	535950
1408438	2067037
743722	6000000
1500294	5166119
1499966	6000000
1576369	6000000
1157490	4874793
1855323	3666312
334413	1986740
1617423	2971784
38301	2663401
879308	1950550
223967	6000000
1122604	5780610
1121881	2489535
860235	6000000
122586	2272360
1869300	3022102
1736327	4022070
1736433	6000000
1797845	2409351
242231	2153922
1618343	1071934
685778	3910956
1129794	6000000
1293	3171720
1736356	4764686
744979	3731054
480520	6000000
1797598	1569649
1797630	1566114
290317	3133902
1123251	3396505
1673724	1920334
1797779	860174
246200	4601048
556325	2667837
1187851	4831432
999419	4629061
1802261	2360463
1200749	2592391
1805314	526254
1280700	4315442
1210908	4492306
631362	5342862
1073972	1569870
1720315	2090771
947309	6000000
1174529	1268237
1354304	3659523
1434107	4560446
1385519	4087970
189518	4698134
1122988	2650108
1390	6000000
1798660	936139
1262870	2193414
1506994	4470907
1227487	4384515
29364	3458343
1527	4624179
1761875	6000000
1798277	1706887
1247963	3354504
1802291	2058599
946235	3593561
957042	6000000
1225176	4842844
1471510	698939
166318	2694843
383381	3263324
361277	3632506
1410630	2978537
544644	4167409
1797684	507262
1265313	3212303
1802386	1022808
1801628	3087293
1618923	754116
1185654	1909827
1511	2715461
1618994	1055601
1802393	872208
208435	2160267
710421	6000000
1736325	3571516
1852366	3680275
314276	2770272
207949	3552236
349102	4557127
1279015	3282720
1095747	2110802
590998	4266344
362257	6000000
1383	1629936
1797766	735849
1280685	3871453
56956	2388273
1034345	2398022
1321814	1544525
1801924	1113564
1797826	3186402
1121937	4258722
1736417	2591554
996826	4243036
1385935	6000000
1885576	5029889
445973	2972256
1618023	5265703
413882	6000000
1580831	6000000
1867252	1390006
1227496	4190799
1295	2582931
1123069	3163144
1340434	5605968
866774	1449613
1618644	675871
1797278	778473
1330534	4400934
113571	6000000
1297582	280663
324925	3018238
1380353	5093035
86416	5044100
1671630	2165193
1580092	1803090
1617426	1459386
1523424	4843194
883096	2332784
1262993	2435306
553178	2667138
1223544	4140890
1263028	1657704
694427	3685504
1736390	4827303
1519489	6000000
1262918	2720906
657014	4019514
1798375	1301615
742727	6000000
883077	1967755
1522310	3841955
797303	4354100
192904	6000000
857574	1912542
177439	3659634
87626	4994813
1214064	4500574
1592327	6000000
1798402	667198
1236497	2827758
1798440	3185664
1140003	2301651
1802320	777556
1934989	1966558
1705730	2076491
938557	944397
1842533	4574859
258533	6000000
1871003	2390301
1817723	752780
1275966	1938544
1643451	6000000
1122924	6000000
49338	5364943
1798544	1163392
857041	3647669
1797774	932998
1074115	1809107
382640	2642404
1123515	2443034
908340	4099852
1245471	6000000
1797458	1030151
1797392	2048487
1803457	1446632
1797690	745897
1801796	644665
1801826	1433776
1798570	3121694
1123263	2335946
1531429	1967093
1750698	6000000
1427370	1105101
1801822	724153
1121331	2818024
53952	1896106
659495	5032676
1811660	1101674
1736484	4939208
1380388	4560838
230089	5147098
1462524	2925430
1128970	4032617
1120956	3872586
939195	629035
630626	4158725
1095900	1834009
1798625	668674
1798321	844183
313606	6000000
1909455	3263514
471855	3165038
1336233	4971480
1802621	963567
1802726	740909
1736591	4578346
592028	1895960
1798553	1087364
1801931	895810
391624	4105524
455436	2560882
192903	5036817
1618355	890700
1386082	3183361
138677	1226565
1263005	2066053
68895	6000000
1802331	799328
390242	6000000
1837282	3670653
1292023	3317267
1797523	697680
1123243	2659575
394096	6000000
1046935	2383729
1859473	2157756
658057	3870734
756892	3015705
316	6000000
903818	4127237
1561003	2149384
1802219	736672
1798497	880595
1802089	1216967
1618937	643640
1802248	2156479
1137268	4681465
388413	4787724
906888	6000000
1393034	1452105
1223521	3505986
1618810	716262
1123261	4186503
1912856	1601846
1802344	1755148
661367	4149158
504832	3896074
1343158	1978091
1817817	1741902
1121485	4377988
315358	1365714
1120917	2419519
1500894	5710276
1444712	2821221
1817750	866795
76935	4319439
1358411	4764584
1574265	3113726
1798295	1395024
1805403	2825442
1068590	1376743
1715693	4358316
1674860	1747535
883163	5532579
522772	3222077
1797681	1874891
1619105	755771
1123321	6000000
1674845	1659020
206665	2100696
1122614	4659730
1798280	1591911
640132	3157527
857579	1961697
1423804	6000000
1423	6000000
266940	4956672
204536	1640877
879305	1697099
1197129	4077002
521003	1809497
1225647	4709832
592678	5551297
1581680	1754988
1655569	1156631
687842	6000000
1802771	597447
1331007	4734285
1120961	3364770
1801823	1526646
1798513	652615
856793	2481983
755946	4264825
1802304	849092
1348627	3996359
1597	6000000
1149865	5141552
1278302	3979980
1262965	2198385
936370	2785060
1121929	4409254
1217648	3563334
1798336	833541
1617421	2962906
1246485	5808301
1385515	2722122
1797908	1427483
1817895	2148420
1169145	4090615
1635258	2133833
159290	3923654
1114964	4848286
1265350	638851
195522	1976356
627344	2008345
1736562	4163945
1410618	2867049
1736586	5214697
314283	4526761
1671624	1950328
1802238	728516
1778263	636713
455488	5029329
1801645	879548
1120987	1967584
288705	3155250
471514	5044184
466038	1395018
1618828	834086
1811668	1414035
169963	2944528
858215	2534358
586416	3577082
1619068	1204769
1619131	726676
1123269	6000000
319653	2260906
1797841	1844051
1445513	1808043
1122176	6000000
269798	4433218
204773	3424307
1674815	2088978
29379	2201708
106634	2969361
1505605	5262418
1797310	546161
911023	4853440
1117647	6000000
1801651	839149
1797855	1095648
1805292	3495288
350058	6000000
1078846	4687143
1052817	1263620
1671639	2005558
880070	6000000
1909437	3256021
37658	4222819
1009708	2161697
997352	2669193
1418104	4742562
1798587	798884
1702214	2516425
1123278	6000000
1519	3134437
595536	4962262
1247872	5047040
1620413	760397
1618734	602347
1801607	2109814
1263045	3530863
717231	2526590
1218565	4436408
755947	4384955
1122233	1513583
1236504	2949807
1671663	2143101
1798482	869063
1797677	3234968
1927122	1838614
84024	3449564
1641383	2173293
1797880	1011554
1803465	2818596
29332	4042194
1935054	1476247
370622	4187548
1798286	1257284
857571	1776416
1263068	2818959
1802495	850044
1234378	1719192
1797895	6000000
1263088	1729973
1802613	659365
1122237	3017924
1263107	2607950
1801913	965183
1122130	3038127
1479239	3174974
395964	4103433
1736316	6000000
702383	6000000
991905	4718963
1622230	2806369
